Geological Group ID,target,target_nunique,cv_block,model_score,model_score_mean_sensitivity,record_count,prediction,score_type,threshold,threshold_status,repeat,outer_fold,model,parameter_hash,analysis_protocol_hash,optimizer_converged,optimizer_iterations,optimizer_fit_cycles
GG0118,0,1,CVB0114,0.002522921422496438,0.026153365176399417,65,0,predict_proba,0.35,constraints_met,2,3,XGBoost,40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0123,0,1,CVB0119,0.1250038743019104,0.22914091578797635,33,0,predict_proba,0.35,constraints_met,2,3,XGBoost,40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0129,0,1,CVB0125,0.07714564725756645,0.15909116092370823,8,0,predict_proba,0.35,constraints_met,2,3,XGBoost,40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0003,1,1,CVB0003,0.4337976057907164,0.40448529930226695,25,1,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0007,0,1,CVB0007,0.4423896099396214,0.3951587011403768,11,1,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0013,1,1,CVB0013,0.5305609063718655,0.4801877201330583,16,1,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0020,1,1,CVB0018,0.40769205064545416,0.40797042570220793,9,1,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0027,0,1,CVB0024,0.033857747691989334,0.17175785148493322,14,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0032,0,1,CVB0029,0.20513169647109053,0.30831448112488236,23,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0040,0,1,CVB0037,0.018979585261173156,0.04882937139816245,33,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0045,1,1,CVB0041,0.29535302238417754,0.31065386075743784,11,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0051,1,1,CVB0047,0.587143107312244,0.5488717282288693,5,1,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0052,1,1,CVB0048,0.5116452236711043,0.553131094997071,3,1,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0058,1,1,CVB0054,0.47080459860616,0.4395098486607426,7,1,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0066,0,1,CVB0062,0.6033777560257962,0.5807511465589227,3,1,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0074,0,1,CVB0070,0.1944056869401019,0.20475569108298958,8,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0079,0,1,CVB0075,0.1540226002730428,0.17502573196301682,99,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0081,0,1,CVB0077,0.4445654437930143,0.4504872590895883,5,1,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0088,0,1,CVB0084,0.1441570251708496,0.14905431661857682,15,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0093,0,1,CVB0089,0.3345875789151301,0.3950190760642817,21,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0098,0,1,CVB0094,0.24439417191252044,0.24799205016667292,18,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0101,0,1,CVB0097,0.013663021958469879,0.0140628206265239,5,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0109,0,1,CVB0105,0.30472652460042565,0.25211190816405193,9,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0114,0,1,CVB0110,0.16854137513733258,0.19319708166719823,16,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0119,0,1,CVB0115,0.3072609149541566,0.2698913472595035,5,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0124,0,1,CVB0120,0.2647777000442114,0.25918365600152965,9,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0126,0,1,CVB0122,0.2105103542141044,0.24596949870748613,53,0,predict_proba,0.38,constraints_met,2,4,RF,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0003,1,1,CVB0003,0.5126070749351793,0.4781606682060559,25,1,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0007,0,1,CVB0007,0.29735326259467487,0.3397631704263297,11,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0013,1,1,CVB0013,0.45035186161904395,0.4387252813743543,16,1,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0020,1,1,CVB0018,0.4499570002866517,0.47495666941498516,9,1,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0027,0,1,CVB0024,0.23623449822415182,0.3352087575514408,14,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0032,0,1,CVB0029,0.26243365351060166,0.2929947467377601,23,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0040,0,1,CVB0037,0.1644034731256857,0.16262880763450727,33,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0045,1,1,CVB0041,0.5652944752106649,0.5125238285629873,11,1,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0051,1,1,CVB0047,0.5035628132991745,0.4899785839810583,5,1,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0052,1,1,CVB0048,0.7175806972998718,0.6469088202889631,3,1,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0058,1,1,CVB0054,0.46714500339305903,0.48465777985446895,7,1,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0066,0,1,CVB0062,0.4902075101208905,0.4719479976034601,3,1,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0074,0,1,CVB0070,0.30259284659440266,0.302198363704286,8,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0079,0,1,CVB0075,0.3060476351202482,0.34648936339327346,99,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0081,0,1,CVB0077,0.44127813214912665,0.4274375461486655,5,1,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0088,0,1,CVB0084,0.211224797310504,0.2235229398216662,15,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0093,0,1,CVB0089,0.2678411743493864,0.3688434013561689,21,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0098,0,1,CVB0094,0.29113383281103805,0.31415316012497985,18,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0101,0,1,CVB0097,0.16647046872104407,0.1661400204503101,5,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0109,0,1,CVB0105,0.29706166360597114,0.30059180080507425,9,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0114,0,1,CVB0110,0.3553872326565004,0.3753135787610696,16,1,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0119,0,1,CVB0115,0.30078505996283245,0.28263706192632904,5,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0124,0,1,CVB0120,0.22015552779731948,0.22327168607621894,9,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0126,0,1,CVB0122,0.2848499297246585,0.2941337658871108,53,0,monotonic_transformed_decision_score_not_calibrated,0.355,constraints_met,2,4,SVM,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0003,1,1,CVB0003,0.9998446905022168,0.8491532073914979,25,1,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0007,0,1,CVB0007,1.6226406209399923e-07,0.001060673411285511,11,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0013,1,1,CVB0013,0.0005058150142818386,0.034524826888049254,16,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0020,1,1,CVB0018,0.15806130266546214,0.34991896031092573,9,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0027,0,1,CVB0024,3.1304990645951664e-07,0.21258341789635352,14,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0032,0,1,CVB0029,6.09982377626886e-08,0.00015803667643548417,23,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0040,0,1,CVB0037,1.738433613289214e-15,7.340313316208915e-05,33,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0045,1,1,CVB0041,0.39236140235502787,0.46670422491092545,11,1,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0051,1,1,CVB0047,0.5960226026639761,0.5900051480117963,5,1,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0052,1,1,CVB0048,0.9923760609002252,0.9455157561684432,3,1,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0058,1,1,CVB0054,0.404436008710098,0.42572160685780824,7,1,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0066,0,1,CVB0062,0.00010531910446312688,0.0008897067318720544,3,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0074,0,1,CVB0070,3.844541486543843e-08,2.3335057157840387e-07,8,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0079,0,1,CVB0075,0.000494539100297225,0.25722344039955286,99,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0081,0,1,CVB0077,0.0005322066279650888,0.0007315085850959193,5,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0088,0,1,CVB0084,2.2905029611370857e-08,4.586492884132409e-05,15,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0093,0,1,CVB0089,0.00010811063626617769,0.16915457909582046,21,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0098,0,1,CVB0094,0.001139938792751985,0.110435220330826,18,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0101,0,1,CVB0097,1.2977165969158869e-12,2.902891484205265e-11,5,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0109,0,1,CVB0105,2.459145118078249e-21,0.10110247591133957,9,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0114,0,1,CVB0110,0.9899256224488964,0.6775250105458882,16,1,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0119,0,1,CVB0115,0.004066452105656975,0.400824470009734,5,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0124,0,1,CVB0120,1.5701962069954936e-11,5.988185484757575e-05,9,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0126,0,1,CVB0122,7.272762404554822e-08,0.008653117174794566,53,0,predict_proba,0.19,constraints_met,2,4,MLP,152db42b91535d6040ff429b7751b78bf7ff1cd48a85d159b5eb72d908984cc5,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,171,1
GG0003,1,1,CVB0003,0.34374135732650757,0.3548687493801117,25,0,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0007,0,1,CVB0007,0.2919536232948303,0.28098689832470636,11,0,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0013,1,1,CVB0013,0.5069132149219513,0.4554212582297623,16,1,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0020,1,1,CVB0018,0.45806506276130676,0.4194168812698788,9,1,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0027,0,1,CVB0024,0.03381718322634697,0.20234988071024418,14,0,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0032,0,1,CVB0029,0.15932588279247284,0.267119407005932,23,0,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0040,0,1,CVB0037,0.028839459642767906,0.049874340550917565,33,0,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0045,1,1,CVB0041,0.3020170032978058,0.2959393181584098,11,0,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0051,1,1,CVB0047,0.5227956175804138,0.5451791465282441,5,1,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0052,1,1,CVB0048,0.5852692723274231,0.6430524388949076,3,1,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0058,1,1,CVB0054,0.4696038067340851,0.44772773555346895,7,1,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0066,0,1,CVB0062,0.4743616580963135,0.48099978764851886,3,1,predict_proba,0.45499999999999996,constraints_met,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
