Record ID,Geological Group ID,CV Block ID,Reference ID,target,repeat,outer_fold,model,parameter_hash,model_score,score_type,decision_threshold,analysis_protocol_hash,base_value,raw_model_output,additivity_absolute_error,SHAP::SiO2 (wt.%),COMPLETED::SiO2 (wt.%),OBSERVED::SiO2 (wt.%),IMPUTED::SiO2 (wt.%),SHAP::TiO2 (wt.%),COMPLETED::TiO2 (wt.%),OBSERVED::TiO2 (wt.%),IMPUTED::TiO2 (wt.%),SHAP::Al2O3 (wt.%),COMPLETED::Al2O3 (wt.%),OBSERVED::Al2O3 (wt.%),IMPUTED::Al2O3 (wt.%),SHAP::Fe2O3 (wt.%),COMPLETED::Fe2O3 (wt.%),OBSERVED::Fe2O3 (wt.%),IMPUTED::Fe2O3 (wt.%),SHAP::FeO (wt.%),COMPLETED::FeO (wt.%),OBSERVED::FeO (wt.%),IMPUTED::FeO (wt.%),SHAP::MnO (wt.%),COMPLETED::MnO (wt.%),OBSERVED::MnO (wt.%),IMPUTED::MnO (wt.%),SHAP::MgO (wt.%),COMPLETED::MgO (wt.%),OBSERVED::MgO (wt.%),IMPUTED::MgO (wt.%),SHAP::CaO (wt.%),COMPLETED::CaO (wt.%),OBSERVED::CaO (wt.%),IMPUTED::CaO (wt.%),SHAP::Na2O (wt.%),COMPLETED::Na2O (wt.%),OBSERVED::Na2O (wt.%),IMPUTED::Na2O (wt.%),SHAP::K2O (wt.%),COMPLETED::K2O (wt.%),OBSERVED::K2O (wt.%),IMPUTED::K2O (wt.%),SHAP::P2O5 (wt.%),COMPLETED::P2O5 (wt.%),OBSERVED::P2O5 (wt.%),IMPUTED::P2O5 (wt.%),SHAP::Rb (ppm),COMPLETED::Rb (ppm),OBSERVED::Rb (ppm),IMPUTED::Rb (ppm),SHAP::Sr (ppm),COMPLETED::Sr (ppm),OBSERVED::Sr (ppm),IMPUTED::Sr (ppm),SHAP::Y (ppm),COMPLETED::Y (ppm),OBSERVED::Y (ppm),IMPUTED::Y (ppm),SHAP::Zr (ppm),COMPLETED::Zr (ppm),OBSERVED::Zr (ppm),IMPUTED::Zr (ppm),SHAP::Nb (ppm),COMPLETED::Nb (ppm),OBSERVED::Nb (ppm),IMPUTED::Nb (ppm),SHAP::Ba (ppm),COMPLETED::Ba (ppm),OBSERVED::Ba (ppm),IMPUTED::Ba (ppm),SHAP::La (ppm),COMPLETED::La (ppm),OBSERVED::La (ppm),IMPUTED::La (ppm),SHAP::Ce (ppm),COMPLETED::Ce (ppm),OBSERVED::Ce (ppm),IMPUTED::Ce (ppm),SHAP::Pr (ppm),COMPLETED::Pr (ppm),OBSERVED::Pr (ppm),IMPUTED::Pr (ppm),SHAP::Nd (ppm),COMPLETED::Nd (ppm),OBSERVED::Nd (ppm),IMPUTED::Nd (ppm),SHAP::Sm (ppm),COMPLETED::Sm (ppm),OBSERVED::Sm (ppm),IMPUTED::Sm (ppm),SHAP::Eu (ppm),COMPLETED::Eu (ppm),OBSERVED::Eu (ppm),IMPUTED::Eu (ppm),SHAP::Gd (ppm),COMPLETED::Gd (ppm),OBSERVED::Gd (ppm),IMPUTED::Gd (ppm),SHAP::Tb (ppm),COMPLETED::Tb (ppm),OBSERVED::Tb (ppm),IMPUTED::Tb (ppm),SHAP::Dy (ppm),COMPLETED::Dy (ppm),OBSERVED::Dy (ppm),IMPUTED::Dy (ppm),SHAP::Ho (ppm),COMPLETED::Ho (ppm),OBSERVED::Ho (ppm),IMPUTED::Ho (ppm),SHAP::Er (ppm),COMPLETED::Er (ppm),OBSERVED::Er (ppm),IMPUTED::Er (ppm),SHAP::Tm (ppm),COMPLETED::Tm (ppm),OBSERVED::Tm (ppm),IMPUTED::Tm (ppm),SHAP::Yb (ppm),COMPLETED::Yb (ppm),OBSERVED::Yb (ppm),IMPUTED::Yb (ppm),SHAP::Lu (ppm),COMPLETED::Lu (ppm),OBSERVED::Lu (ppm),IMPUTED::Lu (ppm),SHAP::Hf (ppm),COMPLETED::Hf (ppm),OBSERVED::Hf (ppm),IMPUTED::Hf (ppm),SHAP::Ta (ppm),COMPLETED::Ta (ppm),OBSERVED::Ta (ppm),IMPUTED::Ta (ppm),SHAP::Th (ppm),COMPLETED::Th (ppm),OBSERVED::Th (ppm),IMPUTED::Th (ppm),SHAP::Ga (ppm),COMPLETED::Ga (ppm),OBSERVED::Ga (ppm),IMPUTED::Ga (ppm),SHAP::Pb (ppm),COMPLETED::Pb (ppm),OBSERVED::Pb (ppm),IMPUTED::Pb (ppm)
R1353,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.006706311367452145,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-4.997977256774902,4.172325134277344e-07,-0.15659757,68.10000000000001,68.1,0,-0.16179723,0.5800000000000001,0.58,0,-0.27997196,14.939999999999998,14.94,0,-1.9765327,4.670000000000001,4.67,0,-0.0013899704,2.3828147723861886,,1,0.0075582936,0.11,0.11,0,0.17072253,1.7599999999999993,1.76,0,-0.25892192,2.66,2.66,0,0.33641085,2.85,2.85,0,-0.21319431,2.86,2.86,0,0.088992916,0.21,0.21,0,-0.18018442,183.89999999999995,183.9,0,0.12593272,112.79999999999998,112.8,0,0.1850497,12.619999999999997,12.62,0,0.7432555,61.75000000000002,61.75,0,-0.22842526,16.160000000000004,16.16,0,-0.054596506,265.30000000000007,265.3,0,-0.054800812,31.019999999999996,31.02,0,0.005062098,60.42000000000002,60.42,0,-0.11287752,7.460000000000001,7.46,0,-0.02155979,25.979999999999997,25.98,0,0.00967157,5.02,5.02,0,-0.10276809,0.37999999999999995,0.38,0,-0.023830552,5.08,5.08,0,-0.07871909,0.6200000000000001,0.62,0,-0.20689818,2.8400000000000003,2.84,0,-0.027646426,0.4200000000000001,0.42,0,-0.15952171,1.1100000000000003,1.11,0,0.07571194,0.10000000000000006,0.1,0,-0.0781102,0.9299999999999999,0.93,0,-0.9492023,0.08999999999999998,0.09,0,0.5848858,1.63,1.63,0,0.14065914,1.8200000000000003,1.82,0,-0.73548585,14.659999999999997,14.66,0,0.10312284,20.099999999999998,20.1,0,-0.68250597,18.990000000000002,18.99,0
R1354,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.0014521193224936724,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-6.533277988433838,5.364418029785156e-07,-0.11067567,68.67999999999999,68.68,0,-0.15417223,0.53,0.53,0,-0.29302967,14.770000000000003,14.77,0,-1.9529423,4.23,4.23,0,-0.024670409,2.524530406212658,,1,0.12717207,0.08,0.08,0,0.16543439,1.65,1.65,0,-0.36533687,2.19,2.19,0,-0.50526303,3.87,3.87,0,-0.21319431,2.56,2.56,0,0.08119821,0.21,0.21,0,-0.24302924,177.10000000000008,177.1,0,0.3200901,117.50000000000003,117.5,0,0.0624686,11.380000000000003,11.38,0,0.75170183,60.42999999999999,60.43,0,-0.25785655,15.219999999999999,15.22,0,-0.071252316,537.5,537.5,0,-0.06853048,27.250000000000004,27.25,0,0.050543092,53.45000000000001,53.45,0,-0.11505085,6.710000000000001,6.71,0,-0.02155979,23.66,23.66,0,0.007173692,4.539999999999999,4.54,0,-0.11373207,0.37999999999999995,0.38,0,-0.028192066,4.56,4.56,0,-0.08452099,0.56,0.56,0,-0.23006132,2.55,2.55,0,-0.027646426,0.37999999999999995,0.38,0,-0.21846975,1.04,1.04,0,0.08228031,0.08999999999999998,0.09,0,-0.41706917,0.8200000000000001,0.82,0,-0.9410713,0.07,0.07,0,0.67782843,1.48,1.48,0,-0.23133342,1.2399999999999998,1.24,0,-0.78521454,13.87,13.87,0,0.081277214,19.530000000000005,19.53,0,-0.63709724,24.220000000000002,24.22,0
R1355,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.0005103885196149349,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-7.579827785491943,1.9669532775878906e-06,-0.7468134,67.62000000000002,67.62,0,-0.16917339,0.5800000000000001,0.58,0,-0.2518474,15.099999999999998,15.1,0,-1.8692702,4.679999999999999,4.68,0,0.008313323,2.4785062931118755,,1,0.01631033,0.10000000000000002,0.1,0,0.6208591,1.7999999999999998,1.8,0,-0.34250802,2.5,2.5,0,-0.28503704,3.2799999999999994,3.28,0,-0.2095308,2.75,2.75,0,0.07625214,0.21,0.21,0,-0.24928813,157.90000000000003,157.9,0,0.009090659,106.49999999999996,106.5,0,-0.12612261,10.239999999999998,10.24,0,0.6915552,61.59999999999997,61.6,0,-0.24904865,15.96,15.96,0,-0.072492905,355.2999999999999,355.3,0,-0.04414822,25.33,25.33,0,0.089819096,49.94,49.94,0,-0.09132555,6.19,6.19,0,-0.02155979,21.720000000000002,21.72,0,0.037808374,4.119999999999999,4.12,0,-0.10276809,0.32000000000000006,0.32,0,-0.014361125,4.15,4.15,0,-0.093856536,0.49000000000000005,0.49,0,-0.2582732,2.31,2.31,0,-0.020162627,0.35000000000000003,0.35,0,-0.5584902,0.97,0.97,0,0.06695131,0.08000000000000002,0.08,0,-0.7145075,0.78,0.78,0,-0.95375633,0.07,0.07,0,0.55614287,1.12,1.12,0,-0.10190795,1.5699999999999998,1.57,0,-0.7393242,14.270000000000001,14.27,0,0.043173183,19.43,19.43,0,-0.68105745,20.06,20.06,0
R1356,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.0027604312635958195,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-5.889604091644287,1.0132789611816406e-06,-0.794117,67.63000000000001,67.63,0,-0.14913137,0.5800000000000001,0.58,0,-0.2518474,15.099999999999998,15.1,0,-1.9277958,4.6499999999999995,4.65,0,0.020073801,2.4962337505458176,,1,0.056933824,0.10000000000000002,0.1,0,0.6228043,1.81,1.81,0,-0.37972876,2.5,2.5,0,-0.37395215,3.29,3.29,0,-0.21319431,2.8300000000000005,2.83,0,0.09531499,0.21,0.21,0,-0.36004117,169.70000000000002,169.7,0,0.37431106,116.49999999999999,116.5,0,0.14478417,12.079999999999998,12.08,0,0.6788141,62.45000000000003,62.45,0,0.15502396,16.600000000000005,16.6,0,-0.083545074,375.1999999999998,375.2,0,-0.06409492,31.019999999999996,31.02,0,0.008425097,61.29999999999998,61.3,0,-0.11505085,7.609999999999998,7.61,0,-0.02155979,26.689999999999998,26.69,0,0.00823412,5.07,5.07,0,-0.11373207,0.35000000000000003,0.35,0,-0.028530527,5.06,5.06,0,-0.08162124,0.6099999999999999,0.61,0,-0.27067715,2.7100000000000004,2.71,0,-0.020162627,0.41000000000000003,0.41,0,-0.1751431,1.12,1.12,0,0.09707583,0.08999999999999998,0.09,0,-0.08047046,0.8899999999999999,0.89,0,-0.94140124,0.08000000000000002,0.08,0,0.60720253,1.46,1.46,0,-0.13029,1.44,1.44,0,-0.6953045,15.57,15.57,0,0.047497574,18.840000000000003,18.84,0,-0.7052344,17.21,17.21,0
R1357,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.0006081092869862914,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-7.404547691345215,2.9206275939941406e-06,-0.14424835,67.87999999999997,67.88,0,-0.15417223,0.53,0.53,0,-0.24470286,14.699999999999998,14.7,0,-1.9330366,4.15,4.15,0,-0.023635328,2.324782104774857,,1,0.1263416,0.08,0.08,0,0.099774726,1.63,1.63,0,-0.37904477,2.15,2.15,0,-0.52072114,3.83,3.83,0,-0.21319431,2.56,2.56,0,0.07503287,0.19000000000000003,0.19,0,-0.33358845,177.49999999999991,177.5,0,0.32137796,115.59999999999997,115.6,0,0.07818927,11.51,11.51,0,0.62288004,66.07000000000001,66.07,0,-0.25347492,15.079999999999998,15.08,0,-0.071252316,528.4000000000001,528.4,0,-0.06853048,27.140000000000008,27.14,0,0.050543092,53.19,53.19,0,-0.11505085,6.6800000000000015,6.68,0,-0.02155979,23.340000000000003,23.34,0,0.009024248,4.51,4.51,0,-0.11373207,0.37999999999999995,0.38,0,-0.028192066,4.61,4.61,0,-0.07512928,0.55,0.55,0,-0.23006132,2.5699999999999994,2.57,0,-0.027646426,0.37999999999999995,0.38,0,-0.21846975,1.0700000000000003,1.07,0,0.08228031,0.08999999999999998,0.09,0,-0.3749926,0.8200000000000001,0.82,0,-0.9233506,0.07,0.07,0,-0.08768511,5.59,5.59,0,-0.08203438,1.4900000000000002,1.49,0,-0.8084984,14.649999999999999,14.65,0,0.07964034,18.419999999999998,18.42,0,-0.67415625,21.33,21.33,0
R1358,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.011951837688684464,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-4.414846420288086,5.364418029785156e-07,-0.15497763,68.11000000000003,68.11,0,-0.1632752,0.5699999999999998,0.57,0,-0.28396934,14.96,14.96,0,-1.9916313,4.679999999999999,4.68,0,-0.0013899704,2.4024273125477302,,1,0.043232393,0.11,0.11,0,0.1700636,1.77,1.77,0,-0.2751841,2.6800000000000006,2.68,0,0.33641085,2.88,2.88,0,-0.21319431,2.8999999999999995,2.9,0,0.10615812,0.21,0.21,0,-0.31570747,163.1,163.1,0,0.37990022,115.90000000000003,115.9,0,0.1770329,12.220000000000002,12.22,0,0.7513226,57.389999999999986,57.39,0,0.1634806,16.390000000000004,16.39,0,-0.05393201,265.89999999999986,265.9,0,-0.054800812,31.669999999999995,31.67,0,0.008425097,60.860000000000014,60.86,0,-0.11287752,7.520000000000001,7.52,0,-0.02155979,26.699999999999996,26.7,0,0.00967157,5.1,5.1,0,-0.07691784,0.4000000000000001,0.4,0,-0.02519384,5.160000000000001,5.16,0,-0.07556752,0.6300000000000001,0.63,0,-0.20714602,2.9400000000000004,2.94,0,-0.027646426,0.4400000000000001,0.44,0,-0.0333851,1.1799999999999997,1.18,0,0.102836855,0.10000000000000006,0.1,0,0.028620068,0.98,0.98,0,-0.94140124,0.08999999999999998,0.09,0,0.5848858,0.41,0.41,0,-0.096088916,1.5100000000000002,1.51,0,-0.7405638,14.920000000000002,14.92,0,0.1015029,19.969999999999995,19.97,0,-0.68250597,17.78,17.78,0
R1359,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.0008087638998404145,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-7.119194507598877,5.960464477539063e-08,-1.5242904,65.94000000000003,65.94,0,-0.0020640455,0.6399999999999999,0.64,0,-0.108609736,16.049999999999997,16.05,0,-1.8887035,5.160000000000001,5.16,0,0.0076938337,2.4042354157010344,,1,0.070795715,0.11999999999999997,0.12,0,0.856202,1.94,1.94,0,-0.26937878,2.9299999999999997,2.93,0,0.26035386,2.74,2.74,0,-0.2095308,3.04,3.04,0,0.6196612,0.26,0.26,0,-0.23239832,152.49999999999994,152.5,0,-0.072647475,84.79999999999998,84.8,0,-0.11315815,10.64,10.64,0,0.69454724,62.170000000000016,62.17,0,-0.2968025,15.119999999999997,15.12,0,-0.0011557727,137.8,137.8,0,-0.053569958,23.12,23.12,0,0.089819096,46.28999999999999,46.29,0,-0.08915222,5.879999999999999,5.88,0,-0.02155979,20.839999999999996,20.84,0,0.037918642,4.06,4.06,0,-0.089157104,0.2999999999999999,0.3,0,-0.02220143,4.02,4.02,0,-0.11651278,0.49000000000000005,0.49,0,-0.26010728,2.31,2.31,0,-0.07682423,0.33999999999999997,0.34,0,-0.5284655,0.97,0.97,0,0.06293096,0.08000000000000002,0.08,0,-0.7742222,0.78,0.78,0,-0.95997113,0.07,0.07,0,0.6828792,1.5100000000000002,1.51,0,-0.40050465,1.2000000000000002,1.2,0,-0.8588302,12.120000000000003,12.12,0,0.06478619,17.94,17.94,0,-0.76748997,10.839999999999998,10.84,0
R1360,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.006485362537205219,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-5.03170108795166,1.4901161193847656e-06,-1.5893633,65.94000000000003,65.94,0,-0.0069924444,0.6399999999999999,0.64,0,-0.108609736,15.940000000000001,15.94,0,-1.9360074,5.21,5.21,0,-0.008912902,2.3136326505690867,,1,0.09587261,0.11999999999999997,0.12,0,0.8378975,1.9299999999999997,1.93,0,-0.33185107,2.9500000000000006,2.95,0,0.25465468,2.75,2.75,0,-0.2095308,3.0199999999999996,3.02,0,0.6568005,0.26,0.26,0,-0.35411218,171.80000000000007,171.8,0,0.04770427,103.79999999999997,103.8,0,0.06979412,11.409999999999998,11.41,0,0.60182047,68.63000000000001,68.63,0,0.35689205,17.409999999999997,17.41,0,0.001951353,158.0,158.0,0,-0.077002525,26.51,26.51,0,0.058870733,52.550000000000004,52.55,0,-0.11287752,6.529999999999999,6.53,0,-0.02155979,23.169999999999998,23.17,0,0.0031494545,4.5,4.5,0,-0.089157104,0.33000000000000007,0.33,0,-0.027796417,4.58,4.58,0,-0.11043654,0.5699999999999998,0.57,0,-0.25666955,2.72,2.72,0,-0.020162627,0.4200000000000001,0.42,0,-0.038719922,1.1600000000000001,1.16,0,0.09005586,0.10000000000000006,0.1,0,-0.077322125,0.9200000000000002,0.92,0,-0.95663744,0.08999999999999998,0.09,0,0.58624345,1.5299999999999998,1.53,0,-0.14737414,1.58,1.58,0,-0.696966,14.390000000000002,14.39,0,0.059332956,19.930000000000003,19.93,0,-0.74520624,12.840000000000002,12.84,0
R1361,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.01742871105670929,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-4.0320539474487305,1.0132789611816406e-06,-1.5534643,66.06000000000003,66.06,0,-0.0069924444,0.6399999999999999,0.64,0,-0.08585238,16.039999999999996,16.04,0,-1.9406276,5.160000000000001,5.16,0,0.013178959,2.4168138519928615,,1,0.102806196,0.11999999999999997,0.12,0,0.83482575,1.9499999999999997,1.95,0,-0.36324453,2.9199999999999995,2.92,0,0.24866709,2.7699999999999996,2.77,0,-0.23053396,3.0600000000000005,3.06,0,0.6921495,0.26,0.26,0,-0.37290642,170.99999999999994,171.0,0,0.075120196,104.89999999999999,104.9,0,0.20577414,13.240000000000002,13.24,0,0.33110833,81.43999999999998,81.44,0,0.572501,19.420000000000005,19.42,0,0.001951353,161.09999999999997,161.1,0,-0.06840159,29.98,29.98,0,0.008825852,59.69000000000001,59.69,0,-0.11758524,7.460000000000001,7.46,0,-0.02155979,26.010000000000005,26.01,0,0.001117744,5.1,5.1,0,-0.055714928,0.45000000000000007,0.45,0,-0.022850815,5.3100000000000005,5.31,0,-0.06210139,0.6500000000000001,0.65,0,-0.14203662,3.0199999999999996,3.02,0,0.06025038,0.4699999999999999,0.47,0,0.104544625,1.2999999999999998,1.3,0,0.01957878,0.12,0.12,0,0.02204116,1.06,1.06,0,-0.20850454,0.11,0.11,0,0.029081985,2.1399999999999997,2.14,0,0.165223,4.52,4.52,0,-0.67410976,14.019999999999996,14.02,0,0.10209321,20.169999999999998,20.17,0,-0.8669333,12.590000000000002,12.59,0
R1362,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.006260631140321493,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-5.067193984985352,3.7550926208496094e-06,0.055472165,73.5,73.5,0,-0.13474157,0.21,0.21,0,0.22426225,13.330000000000002,13.33,0,-0.16301608,1.87,1.87,0,0.04488968,1.5846756472148762,,1,0.076611064,0.08,0.08,0,0.0898026,0.5800000000000001,0.58,0,-0.3781378,1.1,1.1,0,-0.3533186,4.62,4.62,0,-0.19366327,2.4,2.4,0,0.77390915,0.33000000000000007,0.33,0,-0.31367055,173.09999999999994,173.1,0,-0.48867077,55.53000000000001,55.53,0,0.1411317,14.069999999999999,14.07,0,-0.701153,124.00000000000004,124.0,0,-0.10185948,6.387,6.387,0,-0.0385153,554.0,554.0,0,-0.07268497,12.29,12.29,0,-0.0059596896,24.180000000000003,24.18,0,-0.12513548,2.9990000000000006,2.999,0,0.016240515,11.500000000000002,11.5,0,-0.004520473,2.5289999999999995,2.529,0,0.117950976,0.7270000000000001,0.727,0,0.12835209,2.505,2.505,0,-0.09885267,0.453,0.453,0,-0.27840707,2.774,2.774,0,0.033085592,0.5680000000000001,0.568,0,0.11491571,1.5030000000000001,1.503,0,0.039772734,0.224,0.224,0,0.027243894,1.4490000000000003,1.449,0,-0.04914187,0.22600000000000003,0.226,0,-0.055491373,3.5839999999999996,3.584,0,-0.1856659,1.4290000000000003,1.429,0,-0.9053328,6.071,6.071,0,-0.40387222,12.579999999999997,12.58,0,-1.0695447,18.350000000000005,18.35,0
R1363,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.10589664429426193,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-2.1333577632904053,5.960464477539063e-08,0.108308606,72.25000000000001,72.25,0,-0.0681032,0.19000000000000003,0.19,0,-0.19466904,14.470000000000004,14.47,0,-0.22591367,1.8200000000000003,1.82,0,-0.024202475,0.9148058360266769,,1,0.14982368,0.07,0.07,0,0.061527416,0.46,0.46,0,0.6437531,0.33999999999999986,0.34,0,-0.371369,6.410000000000001,6.41,0,-0.23925607,2.2600000000000002,2.26,0,0.08097232,0.15000000000000002,0.15,0,0.22265072,274.09999999999997,274.1,0,-0.43032548,52.03000000000001,52.03,0,-0.09363068,10.63,10.63,0,0.57787895,65.13000000000001,65.13,0,-0.42780668,10.809999999999999,10.81,0,-0.0246506,233.49999999999994,233.5,0,-0.08716323,13.339999999999998,13.34,0,-0.023626871,26.55,26.55,0,-0.111104056,3.231,3.231,0,0.001673136,11.859999999999998,11.86,0,-0.0034979526,2.4720000000000004,2.472,0,0.057649203,0.528,0.528,0,0.19709216,2.15,2.15,0,0.08997785,0.347,0.347,0,-0.09367227,2.009,2.009,0,-0.025815675,0.404,0.404,0,-0.3323158,1.0990000000000002,1.099,0,0.007792251,0.177,0.177,0,0.037552014,1.17,1.17,0,-0.117218286,0.17900000000000002,0.179,0,-0.031520367,2.174,2.174,0,-0.3251622,1.2730000000000001,1.273,0,-0.8528765,6.987000000000001,6.987,0,0.084479555,16.74,16.74,0,0.47888577,51.73,51.73,0
R1364,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.02761944755911827,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-3.5612270832061768,6.556510925292969e-07,0.13277861,72.46,72.46,0,0.00075262226,0.28,0.28,0,-0.17397624,14.46,14.46,0,-1.4270494,2.17,2.17,0,0.038012788,1.6038307300854053,,1,0.1406704,0.07,0.07,0,0.045334037,0.51,0.51,0,-0.22655942,0.8,0.8,0,-0.13599063,4.85,4.85,0,-0.23053396,3.0299999999999994,3.03,0,0.11172158,0.18000000000000002,0.18,0,-0.027327102,225.60000000000002,225.6,0,-0.4592125,56.820000000000014,56.82,0,0.08555522,11.879999999999999,11.88,0,-0.5452618,128.80000000000004,128.8,0,-0.2888916,11.840000000000002,11.84,0,-0.052380636,261.49999999999994,261.5,0,-0.07263977,30.88,30.88,0,-0.011178086,61.72999999999997,61.73,0,-0.13300289,7.548,7.548,0,-0.006043651,27.639999999999997,27.64,0,0.022900365,5.158999999999999,5.159,0,0.100931555,0.633,0.633,0,-0.010193417,4.007,4.007,0,-0.07886716,0.516,0.516,0,-0.20616907,2.56,2.56,0,0.054597333,0.472,0.472,0,0.11706742,1.2689999999999997,1.269,0,0.030257387,0.191,0.191,0,0.021834264,1.237,1.237,0,-0.063699156,0.192,0.192,0,-0.048471022,4.099,4.099,0,-0.54344445,1.13,1.13,0,0.3201998,19.990000000000002,19.99,0,0.089662895,18.560000000000002,18.56,0,0.69686383,60.640000000000015,60.64,0
R1365,GG0086,CVB0082,REF0107,0,1,4,XGBoost,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760,0.0014465833082795143,predict_proba,0.4649999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.8294745087623596,-6.537103176116943,2.3245811462402344e-06,0.06765061,73.86000000000003,73.86,0,-0.0966774,0.4200000000000001,0.42,0,0.30865645,11.810000000000002,11.81,0,-1.8255378,3.8599999999999994,3.86,0,0.07512186,1.7316704065754993,,1,-0.115736455,0.11,0.11,0,0.023448054,1.54,1.54,0,-0.22819997,0.9000000000000001,0.9,0,-0.50708807,3.660000000000001,3.66,0,-0.23053396,0.8699999999999999,0.87,0,0.10435229,0.15000000000000002,0.15,0,-0.19456244,185.00000000000009,185.0,0,-0.16828217,27.990000000000002,27.99,0,0.06420274,15.98,15.98,0,-0.7484152,159.4,159.4,0,-0.32124737,11.57,11.57,0,-0.06081485,348.59999999999997,348.6,0,-0.05170372,27.280000000000005,27.28,0,0.049182236,52.53999999999999,52.54,0,-0.10880328,6.343000000000001,6.343,0,-0.0126832975,23.200000000000003,23.2,0,0.0459143,4.264000000000001,4.264,0,0.100299016,0.72,0.72,0,-0.010193417,3.7810000000000015,3.781,0,-0.07535987,0.562,0.562,0,-0.12524372,3.1980000000000004,3.198,0,0.014669855,0.6580000000000001,0.658,0,0.026016949,1.762,1.762,0,0.047260586,0.263,0.263,0,0.054241598,1.698,1.698,0,0.042719454,0.273,0.273,0,-0.05494272,4.801999999999999,4.802,0,-0.3214286,1.255,1.255,0,-0.6049161,14.499999999999998,14.5,0,0.030701874,17.63,17.63,0,-0.8996933,3.9160000000000004,3.916,0
