Record ID,Geological Group ID,CV Block ID,Reference ID,target,PROSPECTIVITY_MODEL_SCORE_MEDIAN,PROSPECTIVITY_MODEL_SCORE_MEAN_SENSITIVITY,PROSPECTIVITY_MODEL_SCORE_SD,DECISION_THRESHOLD_MEDIAN,DECISION_THRESHOLD_MIN,DECISION_THRESHOLD_MAX,OOF_REPEAT_COUNT,ANALYSIS_PROTOCOL_HASH,MODEL_SCORE_TYPE,SHAP_ADDITIVITY_MAX_ERROR,PROSPECTIVITY_SHAP_MEAN::Rb (ppm),PROSPECTIVITY_SHAP_SD::Rb (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Rb (ppm),PROSPECTIVITY_COMPLETED_MEAN::Rb (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Rb (ppm),PROSPECTIVITY_SHAP_MEAN::CaO (wt.%),PROSPECTIVITY_SHAP_SD::CaO (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::CaO (wt.%),PROSPECTIVITY_COMPLETED_MEAN::CaO (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::CaO (wt.%),PROSPECTIVITY_SHAP_MEAN::Nb (ppm),PROSPECTIVITY_SHAP_SD::Nb (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Nb (ppm),PROSPECTIVITY_COMPLETED_MEAN::Nb (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Nb (ppm),PROSPECTIVITY_SHAP_MEAN::Zr (ppm),PROSPECTIVITY_SHAP_SD::Zr (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Zr (ppm),PROSPECTIVITY_COMPLETED_MEAN::Zr (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Zr (ppm),PROSPECTIVITY_SHAP_MEAN::P2O5 (wt.%),PROSPECTIVITY_SHAP_SD::P2O5 (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::P2O5 (wt.%),PROSPECTIVITY_COMPLETED_MEAN::P2O5 (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::P2O5 (wt.%),PROSPECTIVITY_SHAP_MEAN::Ba (ppm),PROSPECTIVITY_SHAP_SD::Ba (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Ba (ppm),PROSPECTIVITY_COMPLETED_MEAN::Ba (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Ba (ppm),PROSPECTIVITY_SHAP_MEAN::MgO (wt.%),PROSPECTIVITY_SHAP_SD::MgO (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::MgO (wt.%),PROSPECTIVITY_COMPLETED_MEAN::MgO (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::MgO (wt.%),PROSPECTIVITY_SHAP_MEAN::Na2O (wt.%),PROSPECTIVITY_SHAP_SD::Na2O (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::Na2O (wt.%),PROSPECTIVITY_COMPLETED_MEAN::Na2O (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::Na2O (wt.%),PROSPECTIVITY_SHAP_MEAN::K2O (wt.%),PROSPECTIVITY_SHAP_SD::K2O (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::K2O (wt.%),PROSPECTIVITY_COMPLETED_MEAN::K2O (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::K2O (wt.%),OUTER_FOLD_PARAMETER_HASHES,FEATURE_LIST_HASH
R1388,GG0036,CVB0033,REF0109,0,0.010142272338271141,0.011899963642160097,0.00961535619595923,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,3.814697265625e-06,-0.3457384,0.4829312,889.0,889.0,0.0,0.60976666,0.2776764,0.57,0.5699999999999998,0.0,-0.8815201,0.1981498,59.4,59.4,0.0,-0.11917726,0.24658526,92.0,92.00000000000004,0.0,-1.3569108,0.54594123,0.01,0.009999999999999995,0.0,0.841063,0.30740216,16.1,16.100000000000005,0.0,0.01625363,0.25813195,0.16,0.16000000000000003,0.0,-0.38129368,0.17067394,3.76,3.76,0.0,-0.18359786,0.16798683,4.87,4.870000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1389,GG0036,CVB0033,REF0109,0,0.004968521650880575,0.007421181304380298,0.00653667134839486,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.6226043701171875e-06,-0.16857786,0.38736522,822.0,822.0,0.0,0.16686942,0.29581457,0.77,0.77,0.0,-0.89057714,0.23005612,53.2,53.20000000000001,0.0,-0.12819704,0.2822849,92.0,92.00000000000004,0.0,-1.3138739,0.59818554,0.01,0.009999999999999995,0.0,0.5247876,0.40078127,23.5,23.500000000000004,0.0,0.2647021,0.27413037,0.23,0.23,0.0,-0.32863638,0.10449483,3.86,3.8599999999999994,0.0,-0.14905228,0.17135336,4.59,4.59,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1390,GG0036,CVB0033,REF0109,0,0.0216071754693985,0.10749712338050206,0.15396487151771876,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.384185791015625e-06,-0.3478386,0.3386822,913.0,912.9999999999997,0.0,0.37252012,0.29807055,0.24,0.24,0.0,-0.695525,0.23431571,45.8,45.800000000000004,0.0,0.98404074,0.78376436,38.0,37.99999999999999,0.0,0.13964579,0.13196744,,0.05929511361960658,1.0,0.8156931,0.36561808,5.0,5.000000000000001,0.0,-0.53607774,0.25003108,0.08,0.08000000000000002,0.0,-0.019321548,0.028571367,3.17,3.17,0.0,0.3101906,0.21952227,5.51,5.510000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1391,GG0036,CVB0033,REF0109,0,0.01019406970590353,0.007799972081556916,0.004575578502476967,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.384185791015625e-06,-0.3923031,0.39668617,869.0,869.0000000000003,0.0,-0.249372,0.15086599,0.97,0.9700000000000001,0.0,-0.9403154,0.33407745,99.0,99.00000000000004,0.0,-0.12635954,0.25086176,87.0,87.00000000000004,0.0,-1.3629202,0.53700775,,0.007075665272261503,1.0,0.92183167,0.41039145,4.0,4.000000000000001,0.0,-0.63983595,0.19720054,0.05,0.04999999999999999,0.0,0.106363565,0.06907193,3.1,3.0999999999999996,0.0,0.28611746,0.19813547,6.51,6.510000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1392,GG0036,CVB0033,REF0109,0,0.009470009244978428,0.008392511556545893,0.002606632937360622,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.0531158447265625e-06,-0.10524726,0.6270567,811.0,811.0,0.0,-0.24286981,0.18963388,0.81,0.81,0.0,-0.9957814,0.27999255,57.0,56.99999999999998,0.0,-0.41749164,0.33148366,137.0,137.00000000000006,0.0,-1.3017906,0.55504483,0.01,0.009999999999999995,0.0,0.5660607,0.37909022,19.3,19.3,0.0,0.26367137,0.2666598,0.28,0.28,0.0,-0.2936987,0.11153535,3.31,3.3100000000000005,0.0,-0.14733626,0.18777716,4.6,4.6,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1393,GG0036,CVB0033,REF0109,0,0.006199144758284092,0.005611811842148502,0.00409035008462252,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,9.5367431640625e-07,-0.20422316,0.60325176,850.0,850.0000000000003,0.0,-0.39568648,0.16223107,1.26,1.2600000000000002,0.0,-1.024323,0.31798258,59.5,59.50000000000001,0.0,-0.37621793,0.307131,121.0,121.00000000000004,0.0,-1.2926216,0.5188095,0.01,0.009999999999999995,0.0,0.41177264,0.43473724,49.6,49.6,0.0,0.24236643,0.21544088,0.27,0.27,0.0,-0.31836623,0.11454018,3.63,3.6300000000000003,0.0,-0.13869794,0.180155,4.6,4.6,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1394,GG0036,CVB0033,REF0109,0,0.06917552649974823,0.11328569923837979,0.0835476981757081,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.3113021850585938e-06,-0.11776116,0.53675056,758.0,758.0000000000003,0.0,-0.30550683,0.12958552,1.05,1.0500000000000003,0.0,-0.9982142,0.2708807,49.3,49.29999999999999,0.0,-0.14972438,0.26897743,91.0,91.00000000000001,0.0,-1.2368349,0.5566474,0.01,0.009999999999999995,0.0,0.46783352,0.351575,35.4,35.400000000000006,0.0,0.29570803,0.26165068,0.24,0.24,0.0,0.13454024,0.10363169,3.08,3.08,0.0,-0.046004146,0.16859199,4.5,4.5,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1395,GG0036,CVB0033,REF0109,0,0.017419584095478058,0.019516097226490576,0.013287258147812434,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.682209014892578e-06,0.5864049,0.2847846,547.0,547.0000000000002,0.0,-0.16450253,0.19469027,0.79,0.79,0.0,-0.9820664,0.3284435,70.0,70.0,0.0,-0.14900501,0.2547362,96.0,96.0,0.0,-1.3963648,0.5247039,0.01,0.009999999999999995,0.0,0.9146807,0.36097813,6.7,6.7,0.0,0.097798936,0.20345135,0.2,0.20000000000000004,0.0,0.05975582,0.007836584,3.19,3.1899999999999995,0.0,0.3107727,0.2662801,5.4,5.400000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1396,GG0036,CVB0033,REF0109,0,0.023873712867498398,0.02043296241511901,0.009884414711806318,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.205371856689453e-06,0.54258794,0.32048482,611.0,611.0,0.0,-0.15129961,0.20027904,0.79,0.79,0.0,-0.96857315,0.31372204,75.1,75.1,0.0,-0.3832165,0.28788674,125.0,125.0,0.0,-1.3760699,0.5059983,0.01,0.009999999999999995,0.0,0.88342685,0.38211608,6.7,6.7,0.0,0.08455178,0.18368015,0.19,0.19000000000000003,0.0,0.17174639,0.04469745,2.93,2.9299999999999997,0.0,0.28437543,0.19614653,5.9,5.900000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1397,GG0036,CVB0033,REF0109,0,0.004307298921048641,0.00548676149143527,0.005138483630678817,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.430511474609375e-06,0.55432725,0.4040124,576.0,576.0000000000001,0.0,-0.41410294,0.13209109,1.12,1.12,0.0,-1.0272725,0.28272897,76.4,76.4,0.0,-0.113319375,0.2675174,94.0,94.0,0.0,-1.2817347,0.51780766,0.001,0.001,0.0,0.51501733,0.45676285,30.0,30.0,0.0,0.3025386,0.3079535,0.25,0.24999999999999997,0.0,-0.29286814,0.08215373,4.09,4.09,0.0,0.096187435,0.2152819,5.02,5.02,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1398,GG0036,CVB0033,REF0109,0,0.004862506873905659,0.005355719942599535,0.002415073435519896,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.3709068298339844e-06,-0.17938517,0.4748854,825.0,824.9999999999997,0.0,-0.28910348,0.18745148,0.94,0.94,0.0,-0.84311837,0.27427986,50.1,50.1,0.0,-0.32830563,0.26299646,200.0,200.0,0.0,-1.2767757,0.5225217,0.003,0.0029999999999999936,0.0,0.47026953,0.4177826,30.0,30.0,0.0,0.20606709,0.2143022,0.33,0.33000000000000007,0.0,-0.1044374,0.14561495,4.33,4.33,0.0,0.1789637,0.26849464,5.14,5.14,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1399,GG0036,CVB0033,REF0109,0,0.00895365234464407,0.010741453928252062,0.003934180376756369,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,3.337860107421875e-06,-0.493924,0.45707437,932.0,932.0000000000001,0.0,0.5711118,0.36279556,0.54,0.54,0.0,-0.82399434,0.2669874,50.4,50.400000000000006,0.0,-0.2366085,0.20354338,110.0,109.99999999999996,0.0,-1.399437,0.5895384,0.01,0.009999999999999995,0.0,0.91736513,0.2908377,11.7,11.700000000000001,0.0,-0.5286899,0.18020119,0.04,0.039999999999999994,0.0,-0.29363567,0.07832877,3.86,3.8599999999999994,0.0,-0.1640979,0.17990424,4.7,4.700000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1400,GG0036,CVB0033,REF0109,0,0.008114608936011791,0.009400457454224428,0.0027549481846968673,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.0531158447265625e-06,-0.46383855,0.4906825,857.0,857.0000000000001,0.0,0.558365,0.35310844,0.54,0.54,0.0,-0.8318491,0.2606901,49.9,49.9,0.0,-0.2361641,0.2078452,111.0,110.99999999999996,0.0,-1.408506,0.58827335,0.01,0.009999999999999995,0.0,0.94700193,0.32421246,12.0,12.0,0.0,-0.5279174,0.16650124,0.04,0.039999999999999994,0.0,-0.30040818,0.07844276,3.81,3.8100000000000005,0.0,-0.111278705,0.20422809,4.33,4.33,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1401,GG0036,CVB0033,REF0109,0,0.009706083685159683,0.009209759533405304,0.0009569411833576155,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,3.0994415283203125e-06,-0.5003937,0.4662562,954.0,954.0000000000001,0.0,0.574024,0.3592168,0.54,0.54,0.0,-0.8331361,0.26761216,50.5,50.5,0.0,-0.23632564,0.2078016,107.0,107.00000000000004,0.0,-1.4077502,0.5704547,0.01,0.009999999999999995,0.0,0.96513414,0.33923733,10.8,10.800000000000002,0.0,-0.5163019,0.17291364,0.04,0.039999999999999994,0.0,-0.26848993,0.050828367,3.88,3.8800000000000003,0.0,-0.16867988,0.16136391,4.91,4.91,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1402,GG0036,CVB0033,REF0109,0,0.0023841927759349346,0.004455908201634884,0.0052749048134129225,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.5299530029296875e-06,-0.13504618,0.5638379,785.0,785.0,0.0,-0.42563584,0.1730358,1.11,1.1100000000000003,0.0,-1.0263298,0.29476398,58.8,58.80000000000002,0.0,-0.36011076,0.23224063,115.0,114.99999999999999,0.0,-1.2249228,0.5599352,0.01,0.009999999999999995,0.0,0.53652674,0.40353587,21.3,21.299999999999997,0.0,-0.32044014,0.25839975,0.13,0.13000000000000003,0.0,-0.34555927,0.10315185,3.57,3.5700000000000003,0.0,-0.029946571,0.15390578,4.42,4.42,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1403,GG0036,CVB0033,REF0109,0,0.00866112019866705,0.01126014037678639,0.008254397046904593,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.4437904357910156e-06,-0.29189602,0.44080675,830.0,830.0000000000003,0.0,-0.18552555,0.115391746,0.8,0.8000000000000002,0.0,-1.0322124,0.26533553,60.8,60.80000000000002,0.0,-0.13481449,0.24057893,93.0,93.0,0.0,-1.4110826,0.55533147,0.01,0.009999999999999995,0.0,0.8694467,0.3288163,15.5,15.5,0.0,-0.062976025,0.26603514,0.15,0.15000000000000002,0.0,-0.35435876,0.14101192,3.82,3.8200000000000003,0.0,-0.06646415,0.16397636,4.51,4.51,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1404,GG0036,CVB0033,REF0109,0,0.020121457055211067,0.014902085764333606,0.011155197085506214,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.384185791015625e-06,-0.3546537,0.5577935,857.0,857.0000000000001,0.0,0.3448143,0.13849492,0.69,0.69,0.0,-0.87269014,0.23131971,56.4,56.40000000000001,0.0,-0.18357742,0.23802552,105.0,104.99999999999996,0.0,-1.4223939,0.5991837,0.01,0.009999999999999995,0.0,0.5362121,0.44243196,21.4,21.399999999999995,0.0,-0.42824784,0.31680784,0.09,0.08999999999999998,0.0,-0.38076738,0.12261514,3.67,3.67,0.0,-0.17482142,0.16355342,4.79,4.789999999999999,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1405,GG0036,CVB0033,REF0109,0,0.00682413624599576,0.008552439860068262,0.008354407161924845,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,5.0067901611328125e-06,-0.089272164,0.5629862,806.0,806.0000000000003,0.0,-0.5003923,0.23541217,1.38,1.38,0.0,-1.0193301,0.32188997,54.3,54.29999999999999,0.0,-0.19266479,0.26727968,101.0,100.99999999999996,0.0,-1.2466979,0.56746733,0.01,0.009999999999999995,0.0,0.54935545,0.40216437,30.3,30.299999999999997,0.0,-0.41949105,0.30789393,0.1,0.10000000000000003,0.0,-0.4326904,0.1383855,3.69,3.6899999999999995,0.0,-0.097596854,0.18658607,4.58,4.58,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1406,GG0036,CVB0033,REF0109,0,0.0019327125046402216,0.003727868082933128,0.003353817536464584,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.0531158447265625e-06,-0.4743726,0.38862148,927.0,927.0000000000001,0.0,-0.19092827,0.17000347,0.88,0.8800000000000002,0.0,-0.81293315,0.2787434,81.6,81.60000000000002,0.0,-0.35502973,0.2757945,122.0,121.99999999999994,0.0,-1.2679809,0.57723236,,0.0068308362300057825,1.0,0.96290445,0.34912512,6.0,6.0,0.0,-0.54857653,0.24490453,0.05,0.04999999999999999,0.0,-0.32485172,0.14762932,3.54,3.539999999999999,0.0,0.28987435,0.22526698,5.66,5.66,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1407,GG0036,CVB0033,REF0109,0,0.006651356350630522,0.005994608625769615,0.0016951730862901193,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,6.4373016357421875e-06,-0.27830198,0.52335566,786.0,785.9999999999999,0.0,0.51648504,0.31520095,0.63,0.6300000000000001,0.0,-0.8465236,0.2930953,60.5,60.50000000000002,0.0,-0.4180452,0.28485644,151.0,151.0,0.0,-1.4376341,0.5950603,,0.007483866380928783,1.0,0.5597593,0.41355374,19.0,18.999999999999996,0.0,-0.5326967,0.18240516,0.04,0.039999999999999994,0.0,-0.28286693,0.06865159,3.9,3.9000000000000004,0.0,-0.15262356,0.1713801,4.73,4.73,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1408,GG0036,CVB0033,REF0109,0,0.13299396634101868,0.2519015446305275,0.2169167290930799,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.384185791015625e-06,-0.10009012,0.60209805,818.0,818.0000000000003,0.0,0.30669203,0.14462402,0.7,0.6999999999999998,0.0,-0.96743065,0.21037395,49.4,49.4,0.0,-0.1579888,0.24849625,103.0,102.99999999999999,0.0,-1.4083911,0.5473739,0.01,0.009999999999999995,0.0,0.5180437,0.43039733,24.8,24.8,0.0,0.3422486,0.19787283,0.25,0.24999999999999997,0.0,0.18178964,0.06169959,2.93,2.9299999999999997,0.0,-0.14897305,0.14827785,4.73,4.73,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1409,GG0036,CVB0033,REF0109,0,0.019457239657640457,0.03912654394904772,0.04960181930792052,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.205371856689453e-06,-0.35121986,0.5542581,938.0,938.0,0.0,0.32612696,0.15931387,0.73,0.73,0.0,-0.9321235,0.2528291,55.9,55.899999999999984,0.0,-0.19593793,0.26396102,106.0,105.99999999999996,0.0,-1.3935968,0.5649408,0.01,0.009999999999999995,0.0,0.54295945,0.4727985,23.2,23.200000000000003,0.0,0.051162165,0.27904958,0.15,0.15000000000000002,0.0,0.14840576,0.07924856,3.03,3.0299999999999994,0.0,0.1144067,0.24580961,5.08,5.08,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
