Record ID,Geological Group ID,CV Block ID,Reference ID,target,PROSPECTIVITY_MODEL_SCORE_MEDIAN,PROSPECTIVITY_MODEL_SCORE_MEAN_SENSITIVITY,PROSPECTIVITY_MODEL_SCORE_SD,DECISION_THRESHOLD_MEDIAN,DECISION_THRESHOLD_MIN,DECISION_THRESHOLD_MAX,OOF_REPEAT_COUNT,ANALYSIS_PROTOCOL_HASH,MODEL_SCORE_TYPE,SHAP_ADDITIVITY_MAX_ERROR,PROSPECTIVITY_SHAP_MEAN::Rb (ppm),PROSPECTIVITY_SHAP_SD::Rb (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Rb (ppm),PROSPECTIVITY_COMPLETED_MEAN::Rb (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Rb (ppm),PROSPECTIVITY_SHAP_MEAN::CaO (wt.%),PROSPECTIVITY_SHAP_SD::CaO (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::CaO (wt.%),PROSPECTIVITY_COMPLETED_MEAN::CaO (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::CaO (wt.%),PROSPECTIVITY_SHAP_MEAN::Nb (ppm),PROSPECTIVITY_SHAP_SD::Nb (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Nb (ppm),PROSPECTIVITY_COMPLETED_MEAN::Nb (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Nb (ppm),PROSPECTIVITY_SHAP_MEAN::Zr (ppm),PROSPECTIVITY_SHAP_SD::Zr (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Zr (ppm),PROSPECTIVITY_COMPLETED_MEAN::Zr (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Zr (ppm),PROSPECTIVITY_SHAP_MEAN::P2O5 (wt.%),PROSPECTIVITY_SHAP_SD::P2O5 (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::P2O5 (wt.%),PROSPECTIVITY_COMPLETED_MEAN::P2O5 (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::P2O5 (wt.%),PROSPECTIVITY_SHAP_MEAN::Ba (ppm),PROSPECTIVITY_SHAP_SD::Ba (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Ba (ppm),PROSPECTIVITY_COMPLETED_MEAN::Ba (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Ba (ppm),PROSPECTIVITY_SHAP_MEAN::MgO (wt.%),PROSPECTIVITY_SHAP_SD::MgO (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::MgO (wt.%),PROSPECTIVITY_COMPLETED_MEAN::MgO (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::MgO (wt.%),PROSPECTIVITY_SHAP_MEAN::Na2O (wt.%),PROSPECTIVITY_SHAP_SD::Na2O (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::Na2O (wt.%),PROSPECTIVITY_COMPLETED_MEAN::Na2O (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::Na2O (wt.%),PROSPECTIVITY_SHAP_MEAN::K2O (wt.%),PROSPECTIVITY_SHAP_SD::K2O (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::K2O (wt.%),PROSPECTIVITY_COMPLETED_MEAN::K2O (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::K2O (wt.%),OUTER_FOLD_PARAMETER_HASHES,FEATURE_LIST_HASH
R0970,GG0041,CVB0038,REF0081,1,0.8841840028762817,0.8544172445933024,0.06680624948467352,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.9073486328125e-06,0.15651728,0.17996623,398.0,398.00000000000017,0.0,0.8786886,0.07585,0.45,0.4500000000000001,0.0,0.17739715,0.17789634,23.5,23.500000000000004,0.0,0.7921297,0.14881463,59.3,59.300000000000004,0.0,-0.7366168,0.23491414,0.03,0.030000000000000002,0.0,0.8146112,0.7254504,9.59,9.590000000000002,0.0,-0.35706437,0.039850205,0.07,0.07,0.0,-0.39054322,0.09640505,3.55,3.5500000000000007,0.0,-0.053849667,0.04182716,4.46,4.459999999999999,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0971,GG0041,CVB0038,REF0081,1,0.9593997597694397,0.9590873718261719,0.019875132576623718,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.6689300537109375e-06,0.68568826,0.1587322,504.0,504.00000000000017,0.0,0.8163269,0.13790804,0.43,0.4300000000000001,0.0,-0.16614167,0.05738199,29.8,29.800000000000008,0.0,0.69203925,0.10104671,70.0,70.0,0.0,-0.94764525,0.1374718,0.02,0.019999999999999997,0.0,0.6877267,0.64421993,17.9,17.9,0.0,-0.5307908,0.082803525,0.08,0.08000000000000002,0.0,0.036348876,0.0943547,3.14,3.1400000000000006,0.0,-0.14738177,0.072204635,4.6,4.6,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0972,GG0041,CVB0038,REF0081,1,0.832694947719574,0.8668797612190247,0.0791661993092521,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.384185791015625e-06,0.014139201,0.17141898,358.0,357.99999999999983,0.0,0.8908579,0.18232584,0.43,0.4300000000000001,0.0,0.2527792,0.13857315,20.1,20.099999999999998,0.0,1.5173826,0.5507889,47.1,47.1,0.0,-0.7162027,0.26307082,0.03,0.030000000000000002,0.0,0.98322374,0.7332248,5.74,5.740000000000001,0.0,-0.26539636,0.12268163,0.06,0.06000000000000002,0.0,-0.44636133,0.08630277,4.05,4.05,0.0,-0.28156844,0.044527955,3.95,3.9500000000000006,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0973,GG0041,CVB0038,REF0081,1,0.6966044306755066,0.5818987985452017,0.23652927199833668,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.1920928955078125e-06,0.42486128,0.14119692,436.0,435.99999999999983,0.0,1.2899325,0.27729392,0.32,0.31999999999999995,0.0,-0.50945586,0.0962789,62.1,62.100000000000016,0.0,-0.3607447,0.021906478,309.0,309.00000000000006,0.0,0.47537327,0.120148905,0.18,0.18000000000000002,0.0,-0.450433,0.37907344,332.0,332.0,0.0,-0.18186806,0.20422411,0.67,0.6700000000000003,0.0,-0.04235084,0.2109538,4.47,4.47,0.0,0.61405915,0.1820058,5.47,5.47,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0974,GG0041,CVB0038,REF0081,1,0.9431416988372803,0.9167658090591431,0.04991295694716898,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.9073486328125e-06,0.76664495,0.19482194,466.0,466.00000000000006,0.0,1.0004201,0.22889288,0.37,0.36999999999999994,0.0,-0.029848315,0.13770746,25.6,25.60000000000001,0.0,0.8565505,0.071323775,68.6,68.60000000000001,0.0,-0.8844556,0.14092067,0.02,0.019999999999999997,0.0,0.7353918,0.7056815,16.5,16.500000000000004,0.0,-0.2897981,0.056892928,0.06,0.06000000000000002,0.0,-0.3196504,0.13956945,3.41,3.41,0.0,-0.15333442,0.06079061,4.81,4.809999999999999,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0975,GG0041,CVB0038,REF0081,1,0.7012495994567871,0.7151675422986349,0.11580781532817726,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,5.364418029785156e-07,0.79064703,0.18459313,486.0,485.99999999999994,0.0,0.9564826,0.18095458,0.4,0.4000000000000001,0.0,-0.16752362,0.062199723,29.1,29.099999999999998,0.0,-0.08203154,0.14293174,88.4,88.40000000000002,0.0,-1.046911,0.13069649,0.02,0.019999999999999997,0.0,0.66831875,0.6145035,16.0,16.0,0.0,-0.47191262,0.15174037,0.07,0.07,0.0,-0.02453134,0.1679096,3.17,3.17,0.0,-0.08980045,0.039080825,4.49,4.49,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0976,GG0041,CVB0038,REF0081,1,0.9302459359169006,0.9382858077685038,0.032042518363773656,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.76837158203125e-07,0.3666443,0.097677976,429.0,428.99999999999983,0.0,0.86335635,0.17229576,0.41,0.41,0.0,-0.05823301,0.13230564,25.5,25.5,0.0,0.90121907,0.074217744,65.8,65.80000000000003,0.0,-0.97232383,0.18987623,0.02,0.019999999999999997,0.0,0.7273044,0.6976611,15.1,15.1,0.0,-0.40007916,0.05404971,0.07,0.07,0.0,-0.2833471,0.14114371,3.32,3.3200000000000003,0.0,-0.1604654,0.057418898,4.62,4.62,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0977,GG0041,CVB0038,REF0081,1,0.9222699999809265,0.9002207120259603,0.045280750943290426,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.76837158203125e-07,0.42766097,0.03568846,431.0,431.00000000000017,0.0,0.7280634,0.09674477,0.47,0.4699999999999999,0.0,-0.004310394,0.17371044,25.2,25.2,0.0,0.8668699,0.07184058,67.7,67.70000000000003,0.0,-0.8895135,0.15556185,0.02,0.019999999999999997,0.0,0.80263615,0.7969228,13.1,13.1,0.0,-0.37782905,0.02284915,0.07,0.07,0.0,-0.055388246,0.11661026,3.2,3.2000000000000006,0.0,-0.14057721,0.013145662,4.55,4.55,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0978,GG0041,CVB0038,REF0081,1,0.928473949432373,0.8792516191800436,0.0946305358005125,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.1457672119140625e-06,0.23336983,0.123889625,396.0,396.00000000000017,0.0,-0.5760445,0.110207036,1.54,1.54,0.0,0.29860267,0.16657351,21.5,21.499999999999996,0.0,-0.4863968,0.113986135,154.0,154.00000000000003,0.0,0.2637126,0.11086768,0.1,0.10000000000000002,0.0,0.3136548,0.24948998,104.0,103.99999999999996,0.0,0.03025063,0.06330012,0.63,0.6300000000000001,0.0,0.17155765,0.04788534,2.86,2.86,0.0,-0.3485918,0.051702708,4.11,4.11,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0979,GG0041,CVB0038,REF0081,1,0.899155855178833,0.8170269131660461,0.19211217890596224,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.9073486328125e-06,0.21081345,0.16462041,389.0,389.00000000000006,0.0,-0.31626067,0.09210362,0.79,0.79,0.0,0.30990914,0.12477257,19.1,19.100000000000005,0.0,0.8175402,0.07101836,53.9,53.89999999999998,0.0,0.21786575,0.14239855,0.09,0.09000000000000001,0.0,0.27363908,0.23116936,132.0,132.0,0.0,0.37665138,0.19316202,0.21,0.21,0.0,-0.19837189,0.16441041,3.24,3.24,0.0,-0.045066535,0.076950714,4.55,4.55,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0980,GG0041,CVB0038,REF0081,1,0.11497026681900024,0.1871964087088903,0.16189652795252318,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.9073486328125e-06,0.42907643,0.13726458,457.0,457.00000000000017,0.0,0.11100253,0.15781957,0.76,0.7600000000000001,0.0,0.23868294,0.13273786,23.3,23.3,0.0,0.0339795,0.19849752,84.2,84.20000000000003,0.0,0.3853844,0.08042278,0.12,0.11999999999999998,0.0,0.35305706,0.34705436,163.0,163.00000000000006,0.0,0.40894762,0.1928473,0.3,0.2999999999999999,0.0,-0.29006422,0.09730075,3.24,3.24,0.0,-0.20126136,0.04420197,4.67,4.670000000000001,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0981,GG0041,CVB0038,REF0081,1,0.4241994321346283,0.43406984706719715,0.21159531716353377,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.76837158203125e-07,0.24489832,0.08111291,403.0,403.00000000000017,0.0,-0.29479077,0.016547805,0.96,0.96,0.0,-0.19463003,0.12056575,28.3,28.3,0.0,0.29285955,0.094920255,72.2,72.20000000000003,0.0,0.336514,0.0731482,0.12,0.11999999999999998,0.0,0.21525805,0.20121443,118.0,118.00000000000004,0.0,0.42209145,0.21198522,0.23,0.23,0.0,0.12360519,0.070583925,2.9,2.9,0.0,-0.36685684,0.09002028,3.93,3.9299999999999997,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0982,GG0041,CVB0038,REF0081,1,0.5196645259857178,0.510125587383906,0.029858391155707827,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.172325134277344e-07,0.44685182,0.060039464,438.0,438.00000000000006,0.0,-0.24378574,0.06178267,0.88,0.8800000000000002,0.0,0.31000552,0.07709802,20.9,20.9,0.0,0.48267928,0.068971045,69.4,69.40000000000003,0.0,0.36919424,0.07173462,0.13,0.13,0.0,0.36809078,0.2958701,172.0,172.00000000000009,0.0,0.3601897,0.1841119,0.26,0.26,0.0,0.3871648,0.18630973,2.71,2.7100000000000004,0.0,-0.09400911,0.020788344,4.76,4.760000000000001,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0983,GG0041,CVB0038,REF0081,1,0.29098913073539734,0.2828094611565272,0.06584407393052434,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.3262033462524414e-06,0.1954201,0.13427535,393.0,393.00000000000006,0.0,-0.32536212,0.119234495,0.89,0.89,0.0,0.31957856,0.09700081,20.4,20.4,0.0,0.41463915,0.056154463,70.5,70.49999999999997,0.0,0.30816558,0.09007832,0.11,0.11,0.0,0.23648389,0.26296186,127.0,126.99999999999996,0.0,0.38945422,0.1644483,0.27,0.27,0.0,-0.34603015,0.055671893,3.3,3.2999999999999994,0.0,-0.22589819,0.019151464,4.34,4.34,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0984,GG0041,CVB0038,REF0081,1,0.9678626656532288,0.9663819273312887,0.011037826475214542,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.1457672119140625e-06,0.70733625,0.14916514,497.0,496.99999999999994,0.0,0.42578098,0.21117488,0.25,0.25,0.0,0.17580657,0.1207967,23.4,23.400000000000002,0.0,0.24378331,0.21152008,78.8,78.80000000000001,0.0,0.115695186,0.04149944,0.06,0.06,0.0,0.31238815,0.3116713,83.1,83.1,0.0,0.45588836,0.15107335,0.3,0.2999999999999999,0.0,0.32493758,0.13686842,2.66,2.66,0.0,-0.13984661,0.08198938,4.87,4.870000000000001,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0985,GG0041,CVB0038,REF0081,1,0.9549232125282288,0.9476667642593384,0.044920139239047925,0.345,0.27,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.86102294921875e-06,0.73175174,0.1454558,477.0,477.0000000000002,0.0,-0.55265504,0.10310246,1.53,1.53,0.0,0.327462,0.17920999,21.2,21.200000000000003,0.0,-0.48252264,0.13126816,145.0,145.0,0.0,0.28690982,0.108426996,0.09,0.09000000000000001,0.0,0.36531782,0.23086394,152.0,151.99999999999997,0.0,0.15666454,0.083365306,0.58,0.5800000000000001,0.0,0.27928594,0.14507781,2.6,2.5999999999999996,0.0,-0.15990041,0.12715663,4.49,4.49,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;8585aaa05cfdc45db07a6521f3455fad438715e7016e8c3af2d92b7b3190896e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0986,GG0065,CVB0061,REF0082,0,0.0002668546512722969,0.00031924486878172803,0.00027677206870898864,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.811981201171875e-05,-0.79315567,0.07669991,58.3,58.300000000000004,0.0,-0.5609692,0.05207491,4.72,4.719999999999999,0.0,1.5197845,0.694402,7.23,7.23,0.0,-0.4626303,0.040735777,126.0,125.99999999999999,0.0,-0.054597203,0.12181111,0.14,0.13999999999999999,0.0,-0.7397184,0.17180431,921.0,921.0000000000001,0.0,-0.19950108,0.06365817,0.87,0.8699999999999998,0.0,-0.25352696,0.09259435,4.7,4.700000000000001,0.0,-0.52851564,0.25886342,2.09,2.09,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0987,GG0065,CVB0061,REF0082,0,2.1173738787183538e-05,6.659261695555567e-05,8.97294712461294e-05,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,8.58306884765625e-06,-0.82821447,0.049947694,68.13,68.12999999999998,0.0,-0.61508244,0.037133347,4.3,4.3,0.0,0.6478042,0.55386525,8.99,8.99,0.0,-0.5591751,0.061582725,139.0,138.99999999999994,0.0,-0.120145164,0.13915733,0.16,0.16000000000000003,0.0,-0.74430877,0.22395545,997.0,997.0000000000003,0.0,-0.2068787,0.07412991,0.87,0.8699999999999998,0.0,-0.11010034,0.117757425,4.71,4.710000000000001,0.0,-0.5012881,0.2654628,2.49,2.49,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0988,GG0065,CVB0061,REF0082,0,7.977533823577687e-05,0.0001552116773382295,0.00018949725557530282,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.049041748046875e-05,-0.77280504,0.10111003,86.05,86.04999999999997,0.0,-0.58860546,0.038548145,4.07,4.070000000000001,0.0,1.3448654,0.6160265,7.34,7.340000000000001,0.0,-0.49469772,0.044022903,120.0,120.00000000000004,0.0,0.135912,0.08883692,0.12,0.11999999999999998,0.0,-0.70600176,0.21253431,1000.0,999.9999999999999,0.0,-0.23410572,0.10017806,0.9,0.9,0.0,-0.124929585,0.09591406,4.73,4.73,0.0,-0.5025696,0.26125124,2.66,2.66,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0989,GG0065,CVB0061,REF0082,0,0.00018378721142653376,0.0008057114076412594,0.0011145117692070358,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,5.245208740234375e-06,-0.620897,0.12229773,67.3,67.29999999999998,0.0,-0.29765746,0.124413855,1.55,1.55,0.0,1.3352089,0.68322957,4.08,4.080000000000001,0.0,1.0379604,0.21489224,48.0,47.99999999999999,0.0,0.08085749,0.03030295,0.06,0.06,0.0,-0.7017929,0.12872776,1019.0,1018.9999999999997,0.0,-0.099513076,0.062060524,0.69,0.69,0.0,-0.3040285,0.06200826,4.37,4.37,0.0,-0.44819188,0.26143274,2.24,2.24,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0990,GG0065,CVB0061,REF0082,0,0.0014370065182447433,0.0024588673065106073,0.0021351882465322786,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,5.245208740234375e-06,-0.65358335,0.09496884,87.1,87.10000000000001,0.0,-0.4953015,0.06937255,2.56,2.56,0.0,1.4256135,0.6688022,5.85,5.849999999999999,0.0,0.99851704,0.34057224,52.0,52.00000000000001,0.0,0.17401554,0.064069286,0.11,0.11,0.0,-0.76865965,0.14274164,1272.0,1272.0000000000005,0.0,-0.140327,0.08526289,1.04,1.04,0.0,-0.3579254,0.07191059,3.6,3.5999999999999996,0.0,-0.43865708,0.27899295,2.59,2.59,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0991,GG0065,CVB0061,REF0082,0,0.0006811671773903072,0.0008525693556293845,0.000619100771523817,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.291534423828125e-06,-0.8797817,0.017675046,116.7,116.70000000000005,0.0,-0.55391324,0.041903626,2.25,2.25,0.0,0.08190294,0.27630183,14.19,14.189999999999998,0.0,-0.4670587,0.050357014,132.0,132.0,0.0,-0.032070085,0.10975406,0.14,0.13999999999999999,0.0,-0.69131476,0.19136152,712.0,712.0,0.0,-0.49853614,0.21279626,1.4,1.3999999999999997,0.0,-0.46771264,0.123097055,3.8,3.7999999999999994,0.0,-0.5394102,0.31457135,2.51,2.5099999999999993,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
